NAME,LOCALITY,GDA_LAT,GDA_LONG
,,-32.95754,115.39815
,,-34.56825,115.3679
,,-33.7702,115.38322
,,-32.11575,115.41322
,,-31.25935,115.4278
,,-32.94303,115.39872
,,-34.55375,115.36851
,,-33.75569,115.38381
,,-32.10125,115.41376
,,-31.24484,115.42833
,,-32.92852,115.39928
,,-34.53925,115.36911
,,-33.74118,115.38439
,,-32.08674,115.41431
,,-31.23033,115.42885
,,-32.91402,115.39985
,,-33.72669,115.38498
,,-34.52475,115.36972
,,-32.07222,115.41485
,,-31.21582,115.42937
,,-32.89951,115.40041
,,-33.71218,115.38556
,,-34.51024,115.37032
,,-32.05772,115.41539
,,-31.20132,115.4299
,,-32.885,115.40097
,,-33.69767,115.38614
,,-34.49575,115.37093
,,-32.04321,115.41594
,,-31.1868,115.43042
,,-32.8705,115.40154
,,-33.68318,115.38673
,,-34.48124,115.37153
,,-32.0287,115.41648
,,-31.17229,115.43094
,,-32.856,115.4021
,,-33.66867,115.38731
,,-34.46673,115.37214
,,-32.0142,115.41702
,,-31.15778,115.43147
,,-32.84149,115.40266
,,-33.65416,115.38789
,,-34.45224,115.37275
,,-31.99969,115.41756
,,-31.14328,115.43199
,,-32.82699,115.40322
,,-33.63966,115.38847
,,-31.98518,115.41811
,,-34.43774,115.37335
,,-31.12876,115.43251
,,-32.81248,115.40378
,,-33.62516,115.38905
,,-31.97068,115.41865
,,-31.11425,115.43303
,,-34.42323,115.37395
,,-32.79797,115.40435
,,-33.61065,115.38964
,,-31.09975,115.43355
,,-31.95617,115.41919
,,-34.40873,115.37455
,,-35.19221,115.35912
,,-32.78347,115.40491
,,-31.08524,115.43407
,,-31.94166,115.41973
,,-33.59615,115.39022
,,-34.39423,115.37515
,,-35.17771,115.35974
,,-32.76896,115.40547
,,-31.07072,115.43459
,,-31.92716,115.42027
,,-33.58165,115.3908
,,-34.37972,115.37575
,,-35.16321,115.36036
,,-32.75445,115.40603
,,-31.05622,115.43511
,,-31.91265,115.42081
,,-33.56714,115.39138
,,-34.36523,115.37635
,,-35.14871,115.36098
,,-32.73995,115.40658
,,-31.04171,115.43563
,,-31.89814,115.42135
,,-33.55264,115.39196
,,-34.35072,115.37695
,,-35.13421,115.3616
,,-32.72544,115.40714
,,-31.02719,115.43615
,,-31.88363,115.42188
,,-33.53814,115.39253
,,-34.33622,115.37755
,,-35.11971,115.36222
,,-32.71093,115.4077
,,-31.01269,115.43667
,,-31.86912,115.42242
,,-33.52363,115.39311
,,-34.32172,115.37815
,,-35.10521,115.36284
,,-32.69643,115.40826
,,-30.99818,115.43718
,,-31.85461,115.42296
,,-33.50913,115.39369
,,-34.30722,115.37875
,,-30.98367,115.4377
,,-32.68193,115.40882
,,-35.09071,115.36346
,,-31.84011,115.4235
,,-33.49462,115.39427
,,-34.29271,115.37934
,,-32.66742,115.40938
,,-35.07621,115.36408
,,-31.8256,115.42404
,,-33.48012,115.39485
,,-34.27822,115.37994
,,-32.65292,115.40993
,,-31.81109,115.42457
,,-35.06171,115.36469
,,-33.46562,115.39542
,,-34.26371,115.38054
,,-32.63841,115.41049
,,-31.79659,115.42511
,,-35.04721,115.36531
,,-33.45111,115.396
,,-32.6239,115.41105
,,-34.2492,115.38114
,,-31.78208,115.42565
,,-35.03271,115.36593
,,-33.4366,115.39658
,,-32.6094,115.4116
,,-34.23471,115.38173
,,-31.76757,115.42618
,,-35.01821,115.36655
,,-33.42211,115.39715
,,-32.59489,115.41216
,,-31.75306,115.42672
,,-34.2202,115.38233
,,-35.00371,115.36716
,,-33.4076,115.39773
,,-32.58038,115.41271
,,-31.73855,115.42725
,,-34.2057,115.38292
,,-34.98921,115.36778
,,-33.39309,115.3983
,,-32.56588,115.41327
,,-31.72404,115.42779
,,-34.1912,115.38352
,,-34.9747,115.36839
,,-33.37859,115.39887
,,-31.70954,115.42832
,,-32.55137,115.41382
,,-34.1767,115.38411
,,-34.96021,115.36901
,,-33.36408,115.39944
,,-31.69503,115.42885
,,-32.53686,115.41438
,,-34.16219,115.38471
,,-34.94571,115.36962
,,-33.34958,115.40002
,,-31.68052,115.42939
,,-32.52236,115.41493
,,-34.14769,115.3853
,,-34.9312,115.37024
,,-33.33508,115.4006
,,-31.66601,115.42992
,,-32.50785,115.41548
,,-34.13319,115.38589
,,-33.32057,115.40117
,,-34.91671,115.37085
,,-31.6515,115.43045
,,-32.49334,115.41603
,,-34.11868,115.38649
,,-33.30606,115.40174
,,-31.63699,115.43098
,,-34.9022,115.37146
,,-32.47884,115.41659
,,-34.10419,115.38708
,,-33.29157,115.40231
,,-31.62249,115.43152
,,-34.8877,115.37207
,,-32.46433,115.41714
,,-34.08968,115.38767
,,-31.60798,115.43205
,,-33.27706,115.40289
,,-32.44983,115.41769
,,-34.8732,115.37269
,,-34.07518,115.38826
,,-31.59347,115.43258
,,-33.26255,115.40346
,,-32.43532,115.41823
,,-34.8587,115.3733
,,-34.06068,115.38885
,,-31.57896,115.43311
,,-33.24805,115.40403
,,-32.42081,115.41878
,,-34.8442,115.37391
,,-34.04617,115.38944
,,-31.56445,115.43364
,,-33.23355,115.4046
,,-32.40631,115.41934
,,-34.8297,115.37452
,,-34.03167,115.39003
,,-31.54994,115.43417
,,-33.21904,115.40517
,,-32.3918,115.41989
,,-34.8152,115.37513
,,-31.53543,115.4347
,,-34.01717,115.39062
,,-33.20454,115.40574
,,-32.37729,115.42044
,,-34.80069,115.37574
,,-31.52093,115.43523
,,-34.00266,115.39121
,,-33.19003,115.40631
,,-32.36278,115.42099
,,-34.7862,115.37635
,,-31.50642,115.43576
,,-33.98816,115.3918
,,-32.34829,115.42154
,,-33.17552,115.40688
,,-34.7717,115.37696
,,-31.49191,115.43629
,,-33.97366,115.39239
,,-32.33378,115.42209
,,-33.16102,115.40745
,,-34.75719,115.37757
,,-31.4774,115.43682
,,-33.95915,115.39298
,,-32.31927,115.42263
,,-33.14652,115.40801
,,-31.46289,115.43734
,,-34.7427,115.37818
,,-33.94465,115.39357
,,-32.30477,115.42318
,,-33.13201,115.40858
,,-31.44838,115.43787
,,-34.72819,115.37878
,,-33.93015,115.39415
,,-32.29026,115.42373
,,-33.11751,115.40915
,,-31.43388,115.4384
,,-34.71369,115.37939
,,-32.27575,115.42428
,,-33.91565,115.39474
,,-33.103,115.40972
,,-31.41936,115.43892
,,-34.69919,115.38
,,-32.26124,115.42482
,,-33.90114,115.39533
,,-33.08849,115.41028
,,-31.40485,115.43945
,,-34.68469,115.3806
,,-32.24673,115.42537
,,-33.88664,115.39591
,,-33.074,115.41084
,,-31.39035,115.43998
,,-34.67018,115.38121
,,-32.23222,115.42591
,,-33.87214,115.3965
,,-33.05949,115.41141
,,-31.37584,115.4405
,,-32.21772,115.42646
,,-34.65569,115.38182
,,-33.85763,115.39708
,,-33.04498,115.41199
,,-31.36133,115.44103
,,-32.20321,115.427
,,-34.64118,115.38242
,,-33.03048,115.41254
,,-33.84313,115.39767
,,-31.34682,115.44155
,,-32.1887,115.42755
,,-34.62667,115.38302
,,-33.01597,115.4131
,,-33.82863,115.39825
,,-31.33231,115.44207
,,-32.1742,115.42809
,,-34.61218,115.38362
,,-33.00147,115.41367
,,-33.81412,115.39884
,,-31.3178,115.4426
,,-32.15969,115.42863
,,-34.59767,115.38422
,,-32.98697,115.41423
,,-31.3033,115.44312
,,-33.79962,115.39942
,,-32.14518,115.42918
,,-31.28879,115.44364
,,-32.97246,115.41479
,,-34.58317,115.38483
,,-33.78512,115.4
,,-32.13068,115.42972
,,-31.27427,115.44417
,,-32.95795,115.41535
,,-34.56867,115.38543
,,-33.77061,115.40059
,,-32.11617,115.43026
,,-31.25977,115.44469
,,-32.94345,115.41592
,,-34.55417,115.38603
,,-33.75612,115.40117
,,-32.10166,115.4308
,,-31.24526,115.44521
,,-32.92894,115.41648
,,-34.53966,115.38664
,,-33.74161,115.40175
,,-32.08715,115.43135
,,-31.23075,115.44573
,,-32.91444,115.41704
,,-33.7271,115.40233
,,-34.52517,115.38724
,,-32.07265,115.43189
,,-31.21623,115.44625
,,-32.89993,115.4176
,,-33.7126,115.40291
,,-34.51066,115.38784
,,-32.05814,115.43243
,,-31.20173,115.44678
,,-32.88543,115.41816
,,-33.6981,115.40349
,,-34.49616,115.38844
,,-32.04363,115.43297
,,-31.18722,115.4473
,,-32.87092,115.41872
,,-33.68359,115.40407
,,-34.48166,115.38905
,,-32.02913,115.43351
,,-31.17271,115.44782
,,-32.85642,115.41928
,,-33.66909,115.40465
,,-34.46716,115.38965
,,-32.01462,115.43405
,,-31.1582,115.44834
,,-32.84191,115.41984
,,-33.65459,115.40523
,,-34.45265,115.39025
,,-32.00011,115.43459
,,-31.14369,115.44886
,,-32.8274,115.4204
,,-33.64008,115.40581
,,-31.9856,115.43513
,,-34.43816,115.39085
,,-31.12918,115.44937
,,-32.8129,115.42096
,,-33.62558,115.40639
,,-31.97109,115.43566
,,-31.11468,115.44989
,,-34.42366,115.39145
,,-32.79839,115.42152
,,-33.61107,115.40697
,,-31.10016,115.45041
,,-31.95658,115.4362
,,-34.40915,115.39204
,,-35.19263,115.37678
,,-32.78388,115.42208
,,-31.08565,115.45093
,,-31.94208,115.43674
,,-33.59657,115.40755
,,-34.39465,115.39264
,,-35.17813,115.3774
,,-32.76939,115.42263
,,-31.07115,115.45145
,,-31.92757,115.43728
,,-33.58207,115.40812
,,-34.38015,115.39324
,,-35.16364,115.37801
,,-32.75488,115.42319
,,-31.05663,115.45196
,,-31.91306,115.43781
,,-33.56756,115.4087
,,-34.36565,115.39384
,,-35.14913,115.37863
,,-32.74037,115.42375
,,-31.04212,115.45248
,,-31.89856,115.43835
,,-33.55306,115.40928
,,-34.35115,115.39443
,,-35.13463,115.37925
,,-32.72587,115.4243
,,-31.02762,115.453
,,-31.88405,115.43889
,,-33.53856,115.40985
,,-34.33664,115.39503
,,-35.12014,115.37986
,,-32.71136,115.42486
,,-31.01311,115.45351
,,-31.86954,115.43943
,,-33.52405,115.41043
,,-34.32214,115.39562
,,-35.10563,115.38048
,,-32.69685,115.42541
,,-30.99859,115.45403
,,-31.85503,115.43996
,,-33.50955,115.411
,,-34.30764,115.39622
,,-30.98409,115.45454
,,-32.68235,115.42597
,,-35.09113,115.3811
,,-31.84052,115.44049
,,-33.49505,115.41158
,,-34.29314,115.39681
,,-32.66784,115.42652
,,-35.07664,115.38171
,,-31.82601,115.44103
,,-33.48054,115.41215
,,-34.27863,115.39741
,,-32.65333,115.42708
,,-31.81151,115.44156
,,-35.06213,115.38233
,,-33.46603,115.41273
,,-34.26413,115.398
,,-32.63883,115.42763
,,-31.797,115.4421
,,-35.04763,115.38294
,,-33.45153,115.4133
,,-32.62432,115.42818
,,-34.24963,115.3986
,,-31.78249,115.44263
,,-35.03313,115.38355
,,-33.43703,115.41387
,,-32.60981,115.42874
,,-34.23512,115.39919
,,-31.76799,115.44316
,,-35.01863,115.38417
,,-33.42252,115.41445
,,-32.59531,115.42929
,,-31.75348,115.4437
,,-34.22063,115.39978
,,-35.00413,115.38478
,,-33.40802,115.41502
,,-32.5808,115.42985
,,-31.73897,115.44423
,,-34.20612,115.40038
,,-34.98963,115.38539
,,-33.39351,115.41559
,,-32.5663,115.4304
,,-31.72447,115.44476
,,-34.19162,115.40097
,,-34.97513,115.38601
,,-33.37901,115.41616
,,-31.70995,115.44529
,,-32.55179,115.43095
,,-34.17712,115.40156
,,-34.96062,115.38662
,,-33.36451,115.41673
,,-31.69544,115.44582
,,-32.53729,115.4315
,,-34.16261,115.40215
,,-34.94613,115.38723
,,-33.35,115.4173
,,-31.68093,115.44635
,,-32.52278,115.43205
,,-34.14811,115.40274
,,-34.93163,115.38784
,,-33.3355,115.41787
,,-31.66643,115.44688
,,-32.50827,115.4326
,,-34.13361,115.40333
,,-33.321,115.41844
,,-34.91713,115.38845
,,-31.65192,115.44741
,,-32.49377,115.43315
,,-34.11911,115.40392
,,-33.30649,115.41901
,,-31.6374,115.44794
,,-34.90263,115.38906
,,-32.47926,115.4337
,,-34.1046,115.40451
,,-33.29198,115.41958
,,-31.6229,115.44847
,,-34.88812,115.38967
,,-32.46475,115.43425
,,-34.0901,115.4051
,,-31.60839,115.449
,,-33.27748,115.42015
,,-32.45024,115.43479
,,-34.87362,115.39028
,,-34.0756,115.40569
,,-31.59388,115.44953
,,-33.26298,115.42072
,,-32.43573,115.43534
,,-34.85912,115.39089
,,-34.06109,115.40628
,,-31.57938,115.45006
,,-33.24847,115.42129
,,-32.42123,115.43589
,,-34.84462,115.3915
,,-34.0466,115.40686
,,-31.56487,115.45059
,,-33.23397,115.42186
,,-32.40673,115.43644
,,-34.83013,115.3921
,,-34.03209,115.40745
,,-31.55036,115.45111
,,-33.21946,115.42242
,,-32.39222,115.43699
,,-34.81562,115.39271
,,-31.53585,115.45164
,,-34.01759,115.40804
,,-33.20495,115.42299
,,-32.3777,115.43755
,,-34.80112,115.39332
,,-31.52134,115.45217
,,-34.00309,115.40862
,,-33.19045,115.42356
,,-32.36321,115.43808
,,-34.78661,115.39392
,,-31.50683,115.45269
,,-33.98858,115.40921
,,-32.3487,115.43863
,,-33.17595,115.42413
,,-34.77212,115.39453
,,-31.49233,115.45322
,,-33.97408,115.4098
,,-32.3342,115.43917
,,-33.16144,115.42469
,,-34.75761,115.39514
,,-31.47782,115.45374
,,-33.95958,115.41038
,,-32.3197,115.43972
,,-33.14694,115.42525
,,-31.46331,115.45427
,,-34.74312,115.39574
,,-33.94507,115.41097
,,-32.30519,115.44026
,,-33.13243,115.42582
,,-31.4488,115.45479
,,-34.72862,115.39635
,,-33.93057,115.41155
,,-32.29067,115.44081
,,-33.11792,115.42638
,,-31.43429,115.45532
,,-34.71411,115.39695
,,-32.27617,115.44135
,,-33.91607,115.41213
,,-33.10342,115.42695
,,-31.41978,115.45584
,,-34.69961,115.39755
,,-32.26166,115.44189
,,-33.90156,115.41272
,,-33.08892,115.42751
,,-31.40527,115.45637
,,-34.68511,115.39816
,,-32.24715,115.44244
,,-33.88706,115.4133
,,-33.07441,115.42807
,,-31.39077,115.45689
,,-34.67061,115.39876
,,-32.23265,115.44298
,,-33.87256,115.41388
,,-33.0599,115.42863
,,-31.37625,115.45741
,,-32.21814,115.44352
,,-34.65611,115.39936
,,-33.85805,115.41446
,,-33.04541,115.42921
,,-31.36174,115.45793
,,-32.20363,115.44406
,,-34.6416,115.39996
,,-33.84355,115.41505
,,-33.0309,115.42976
,,-31.34724,115.45846
,,-32.18912,115.4446
,,-34.6271,115.40056
,,-33.01639,115.43032
,,-33.82905,115.41563
,,-31.33273,115.45898
,,-32.17462,115.44515
,,-34.61259,115.40116
,,-33.00189,115.43088
,,-33.81455,115.41621
,,-31.31821,115.4595
,,-32.16011,115.44569
,,-34.5981,115.40176
,,-32.98738,115.43144
,,-31.30371,115.46002
,,-33.80004,115.41679
,,-32.1456,115.44623
,,-31.2892,115.46054
,,-32.97287,115.432
,,-34.58359,115.40236
,,-33.78554,115.41737
,,-32.1311,115.44677
,,-31.27469,115.46106
,,-32.95837,115.43256
,,-34.56909,115.40296
,,-33.77104,115.41795
,,-32.11658,115.44731
,,-31.26019,115.46158
,,-32.94386,115.43312
,,-34.55459,115.40356
,,-33.75653,115.41853
,,-32.10207,115.44785
,,-31.24567,115.4621
,,-32.92936,115.43368
,,-34.54009,115.40416
,,-33.74203,115.41911
,,-32.08757,115.44838
,,-31.23116,115.46262
,,-32.91486,115.43424
,,-33.72752,115.41969
,,-34.52558,115.40476
,,-32.07306,115.44892
,,-31.21666,115.46314
,,-32.90035,115.4348
,,-33.71302,115.42026
,,-34.51109,115.40536
,,-32.05855,115.44946
,,-31.20215,115.46365
,,-32.88584,115.43535
,,-33.69852,115.42084
,,-34.49658,115.40596
,,-32.04405,115.45
,,-31.18763,115.46417
,,-32.87134,115.43591
,,-33.68401,115.42142
,,-34.48208,115.40656
,,-32.02954,115.45054
,,-31.17312,115.46469
,,-32.85683,115.43647
,,-33.66951,115.422
,,-34.46758,115.40716
,,-32.01503,115.45107
,,-31.15862,115.46521
,,-32.84233,115.43703
,,-33.65501,115.42257
,,-34.45308,115.40775
,,-32.00053,115.45161
,,-31.14411,115.46572
,,-32.82783,115.43758
,,-33.6405,115.42315
,,-31.98602,115.45215
,,-34.43857,115.40835
,,-31.12959,115.46624
,,-32.81332,115.43814
,,-33.626,115.42372
,,-31.97151,115.45268
,,-31.11509,115.46676
,,-34.42408,115.40894
,,-32.79881,115.43869
,,-33.6115,115.4243
,,-31.10058,115.46727
,,-31.95701,115.45322
,,-34.40957,115.40954
,,-35.19306,115.39444
,,-32.78431,115.43925
,,-31.08607,115.46779
,,-31.9425,115.45375
,,-33.59699,115.42487
,,-34.39507,115.41013
,,-35.17855,115.39505
,,-32.7698,115.4398
,,-31.07156,115.4683
,,-31.92799,115.45429
,,-33.58248,115.42545
,,-34.38057,115.41073
,,-35.16405,115.39567
,,-32.75529,115.44036
,,-31.05705,115.46882
,,-31.91349,115.45482
,,-33.56799,115.42602
,,-34.36607,115.41132
,,-35.14956,115.39628
,,-32.74079,115.44091
,,-31.04254,115.46933
,,-31.89897,115.45536
,,-33.55348,115.4266
,,-34.35156,115.41191
,,-35.13505,115.3969
,,-32.72628,115.44146
,,-31.02803,115.46984
,,-31.88446,115.45589
,,-33.53897,115.42717
,,-34.33707,115.41251
,,-35.12056,115.39751
,,-32.71177,115.44202
,,-31.01352,115.47036
,,-31.86995,115.45642
,,-33.52447,115.42774
,,-34.32256,115.4131
,,-35.10606,115.39812
,,-32.69727,115.44257
,,-30.99901,115.47087
,,-31.85545,115.45696
,,-33.50997,115.42831
,,-34.30806,115.41369
,,-30.9845,115.47138
,,-32.68276,115.44312
,,-35.09155,115.39874
,,-31.84094,115.45749
,,-33.49546,115.42889
,,-34.29356,115.41428
,,-32.66825,115.44367
,,-35.07705,115.39935
,,-31.82643,115.45802
,,-33.48096,115.42946
,,-34.27905,115.41488
,,-32.65375,115.44422
,,-31.81193,115.45855
,,-35.06255,115.39996
,,-33.46646,115.43003
,,-34.26455,115.41547
,,-32.63925,115.44478
,,-31.79742,115.45908
,,-35.04805,115.40057
,,-33.45195,115.4306
,,-32.62474,115.44533
,,-34.25005,115.41606
,,-31.78291,115.45961
,,-35.03355,115.40118
,,-33.43744,115.43117
,,-32.61023,115.44588
,,-34.23555,115.41665
,,-31.7684,115.46014
,,-35.01905,115.40179
,,-33.42294,115.43174
,,-32.59573,115.44643
,,-31.75389,115.46067
,,-34.22104,115.41724
,,-35.00455,115.4024
,,-33.40844,115.43231
,,-32.58122,115.44698
,,-31.73938,115.4612
,,-34.20654,115.41783
,,-34.99005,115.40301
,,-33.39393,115.43288
,,-32.56671,115.44753
,,-31.72488,115.46173
,,-34.19204,115.41842
,,-34.97555,115.40362
,,-33.37943,115.43345
,,-31.71037,115.46226
,,-32.55221,115.44807
,,-34.17753,115.41901
,,-34.96105,115.40423
,,-33.36492,115.43402
,,-31.69586,115.46279
,,-32.5377,115.44862
,,-34.16304,115.41959
,,-34.94654,115.40484
,,-33.35042,115.43458
,,-31.68136,115.46332
,,-32.52319,115.44917
,,-34.14853,115.42018
,,-34.93205,115.40544
,,-33.33592,115.43515
,,-31.66684,115.46385
,,-32.50869,115.44972
,,-34.13403,115.42077
,,-33.32141,115.43572
,,-34.91755,115.40605
,,-31.65233,115.46437
,,-32.49418,115.45026
,,-34.11953,115.42136
,,-33.3069,115.43628
,,-31.63782,115.4649
,,-34.90304,115.40666
,,-32.47967,115.45081
,,-34.10502,115.42194
,,-33.29241,115.43685
,,-31.62332,115.46543
,,-34.88855,115.40726
,,-32.46517,115.45136
,,-34.09052,115.42253
,,-31.60881,115.46595
,,-33.2779,115.43742
,,-32.45066,115.4519
,,-34.87404,115.40787
,,-34.07602,115.42311
,,-31.5943,115.46648
,,-33.26339,115.43798
,,-32.43615,115.45244
,,-34.85954,115.40848
,,-34.06152,115.4237
,,-31.57979,115.467
,,-33.24889,115.43855
,,-32.42166,115.45299
,,-34.84504,115.40908
,,-34.04701,115.42428
,,-31.56528,115.46753
,,-33.23439,115.43911
,,-32.40714,115.45354
,,-34.83054,115.40969
,,-34.03251,115.42487
,,-31.55077,115.46805
,,-33.21988,115.43968
,,-32.39263,115.4541
,,-34.81604,115.41029
,,-31.53627,115.46858
,,-34.01801,115.42545
,,-33.20538,115.44024
,,-32.37812,115.45464
,,-34.80154,115.41089
,,-31.52176,115.4691
,,-34.0035,115.42603
,,-33.19087,115.44081
,,-32.36362,115.45517
,,-34.78704,115.4115
,,-31.50725,115.46963
,,-33.989,115.42662
,,-32.34911,115.45571
,,-33.17636,115.44137
,,-34.77253,115.4121
,,-31.49274,115.47015
,,-33.9745,115.4272
,,-32.33461,115.45626
,,-33.16185,115.44193
,,-34.75804,115.4127
,,-31.47823,115.47067
,,-33.95999,115.42778
,,-32.32011,115.4568
,,-33.14735,115.44249
,,-31.46372,115.47119
,,-34.74353,115.41331
,,-33.94549,115.42836
,,-32.3056,115.45734
,,-33.13284,115.44306
,,-31.44921,115.47172
,,-34.72903,115.41391
,,-33.93099,115.42895
,,-32.29109,115.45788
,,-33.11834,115.44362
,,-31.43471,115.47224
,,-34.71454,115.41451
,,-32.27658,115.45842
,,-33.91648,115.42953
,,-33.10384,115.44418
,,-31.42019,115.47276
,,-34.70003,115.41511
,,-32.26207,115.45897
,,-33.90198,115.43011
,,-33.08933,115.44474
,,-31.40568,115.47328
,,-34.68552,115.41571
,,-32.24756,115.45951
,,-33.88748,115.43069
,,-33.07483,115.4453
,,-31.39118,115.4738
,,-34.67103,115.41631
,,-32.23306,115.46005
,,-33.87298,115.43127
,,-33.06032,115.44586
,,-31.37667,115.47432
,,-32.21855,115.46058
,,-34.65653,115.41691
,,-33.85847,115.43185
,,-33.04582,115.44643
,,-31.36216,115.47484
,,-32.20404,115.46112
,,-34.64202,115.41751
,,-33.84397,115.43243
,,-33.03131,115.44698
,,-31.34765,115.47536
,,-32.18954,115.46166
,,-34.62752,115.4181
,,-33.01681,115.44753
,,-33.82947,115.433
,,-31.33314,115.47588
,,-32.17503,115.4622
,,-34.61302,115.4187
,,-33.0023,115.44809
,,-33.81496,115.43358
,,-31.31863,115.4764
,,-32.16052,115.46274
,,-34.59851,115.4193
,,-32.9878,115.44865
,,-31.30413,115.47692
,,-33.80046,115.43416
,,-32.14601,115.46328
,,-31.28961,115.47743
,,-32.9733,115.44921
,,-34.58402,115.4199
,,-33.78596,115.43474
,,-32.13151,115.46381
,,-31.2751,115.47795
,,-32.95879,115.44976
,,-34.56951,115.42049
,,-33.77145,115.43531
,,-32.117,115.46435
,,-31.26059,115.47847
,,-32.94428,115.45032
,,-34.55501,115.42109
,,-33.75695,115.43589
,,-32.10249,115.46489
,,-31.24609,115.47899
,,-32.92978,115.45088
,,-34.54051,115.42168
,,-33.74244,115.43647
,,-32.08799,115.46542
,,-31.23158,115.4795
,,-32.91527,115.45143
,,-33.72794,115.43704
,,-34.52601,115.42228
,,-32.07348,115.46596
,,-31.21706,115.48002
,,-32.90076,115.45199
,,-33.71344,115.43762
,,-34.5115,115.42288
,,-32.05897,115.4665
,,-31.20256,115.48053
,,-32.88625,115.45254
,,-33.69893,115.43819
,,-34.49701,115.42347
,,-32.04447,115.46703
,,-31.18805,115.48105
,,-32.87176,115.4531
,,-33.68443,115.43877
,,-34.4825,115.42407
,,-32.02996,115.46757
,,-31.17354,115.48156
,,-32.85725,115.45365
,,-33.66993,115.43934
,,-34.46799,115.42466
,,-32.01545,115.4681
,,-31.15903,115.48208
,,-32.84274,115.45421
,,-33.65542,115.43991
,,-34.4535,115.42526
,,-32.00094,115.46863
,,-31.14452,115.48259
,,-32.82824,115.45476
,,-33.64092,115.44049
,,-31.98643,115.46917
,,-34.43899,115.42585
,,-31.13001,115.48311
,,-32.81373,115.45531
,,-33.62641,115.44106
,,-31.97192,115.4697
,,-31.1155,115.48362
,,-34.42449,115.42644
,,-32.79922,115.45587
,,-33.61191,115.44163
,,-31.10099,115.48413
,,-31.95742,115.47023
,,-34.40999,115.42703
,,-35.19347,115.4121
,,-32.78472,115.45642
,,-31.08648,115.48465
,,-31.94291,115.47077
,,-33.59741,115.4422
,,-34.39549,115.42763
,,-35.17898,115.41271
,,-32.77021,115.45697
,,-31.07197,115.48516
,,-31.9284,115.4713
,,-33.5829,115.44278
,,-34.38099,115.42822
,,-35.16447,115.41332
,,-32.75571,115.45752
,,-31.05746,115.48567
,,-31.91389,115.47183
,,-33.5684,115.44335
,,-34.36648,115.42881
,,-35.14997,115.41393
,,-32.74121,115.45807
,,-31.04295,115.48618
,,-31.89939,115.47236
,,-33.55389,115.44392
,,-34.35198,115.4294
,,-35.13548,115.41454
,,-32.72669,115.45862
,,-31.02844,115.48669
,,-31.88488,115.47289
,,-33.53939,115.44449
,,-34.33748,115.42999
,,-35.12097,115.41515
,,-32.71219,115.45917
,,-31.01394,115.4872
,,-31.87037,115.47342
,,-33.52489,115.44506
,,-34.32298,115.43058
,,-35.10647,115.41576
,,-32.69769,115.45972
,,-30.99942,115.48771
,,-31.85586,115.47395
,,-33.51038,115.44563
,,-34.30848,115.43117
,,-30.98491,115.48822
,,-32.68318,115.46027
,,-35.09198,115.41637
,,-31.84135,115.47448
,,-33.49588,115.4462
,,-34.29397,115.43176
,,-32.66867,115.46082
,,-35.07747,115.41698
,,-31.82684,115.47501
,,-33.48138,115.44677
,,-34.27947,115.43234
,,-32.65416,115.46137
,,-31.81234,115.47554
,,-35.06297,115.41759
,,-33.46687,115.44733
,,-34.26497,115.43293
,,-32.63966,115.46192
,,-31.79783,115.47607
,,-35.04847,115.4182
,,-33.45236,115.4479
,,-32.62515,115.46247
,,-34.25047,115.43352
,,-31.78332,115.4766
,,-35.03397,115.41881
,,-33.43786,115.44847
,,-32.61064,115.46302
,,-34.23596,115.43411
,,-31.76882,115.47712
,,-35.01947,115.41941
,,-33.42336,115.44904
,,-32.59614,115.46356
,,-31.75431,115.47765
,,-34.22146,115.43469
,,-35.00497,115.42002
,,-33.40885,115.4496
,,-32.58163,115.46411
,,-31.7398,115.47818
,,-34.20696,115.43528
,,-34.99047,115.42063
,,-33.39435,115.45017
,,-32.56712,115.46465
,,-31.72529,115.47871
,,-34.19245,115.43587
,,-34.97597,115.42123
,,-33.37985,115.45073
,,-31.71078,115.47923
,,-32.55262,115.4652
,,-34.17796,115.43645
,,-34.96146,115.42184
,,-33.36534,115.4513
,,-31.69627,115.47976
,,-32.53812,115.46575
,,-34.16345,115.43704
,,-34.94697,115.42244
,,-33.35083,115.45186
,,-31.68176,115.48028
,,-32.52361,115.46629
,,-34.14895,115.43762
,,-34.93246,115.42305
,,-33.33633,115.45243
,,-31.66726,115.48081
,,-32.50911,115.46684
,,-34.13444,115.43821
,,-33.32182,115.45299
,,-34.91796,115.42365
,,-31.65275,115.48133
,,-32.4946,115.46738
,,-34.11994,115.43879
,,-33.30732,115.45356
,,-31.63823,115.48186
,,-34.90347,115.42426
,,-32.48009,115.46792
,,-34.10544,115.43937
,,-33.29282,115.45412
,,-31.62373,115.48238
,,-34.88896,115.42486
,,-32.46558,115.46846
,,-34.09093,115.43996
,,-31.60922,115.4829
,,-33.27831,115.45468
,,-32.45107,115.469
,,-34.87446,115.42546
,,-34.07644,115.44054
,,-31.59471,115.48343
,,-33.2638,115.45525
,,-32.43656,115.46954
,,-34.85996,115.42607
,,-34.06193,115.44112
,,-31.5802,115.48395
,,-33.24931,115.45581
,,-32.42206,115.4701
,,-34.84546,115.42667
,,-34.04742,115.4417
,,-31.5657,115.48447
,,-33.2348,115.45637
,,-32.40756,115.47064
,,-34.83095,115.42727
,,-34.03293,115.44228
,,-31.55119,115.485
,,-33.22029,115.45693
,,-32.39304,115.47119
